dwt_id,du_id,month,work_secs,sum_alloc,diff,abs_diff,ratio
310,37,2006-05-01,0,10800,-10800,10800,
3250,8,2007-02-01,0,14400,-14400,14400,
9853,21,2008-01-01,0,28800,-28800,28800,
11095,32,2008-03-01,0,14400,-14400,14400,
28777,36,2010-08-01,0,10800,-10800,10800,
30752,41,2010-11-01,0,14400,-14400,14400,
31955,52,2011-01-01,0,28800,-28800,28800,
31956,52,2011-01-01,0,28800,-28800,28800,
31957,52,2011-01-01,0,28800,-28800,28800,
31958,52,2011-01-01,0,28800,-28800,28800,
31959,52,2011-01-01,0,28800,-28800,28800,
31960,52,2011-01-01,0,28800,-28800,28800,
31961,52,2011-01-01,0,28800,-28800,28800,
31962,52,2011-01-01,0,28800,-28800,28800,
31963,52,2011-01-01,0,28800,-28800,28800,
31964,52,2011-01-01,0,28800,-28800,28800,
31965,52,2011-01-01,0,28800,-28800,28800,
31966,52,2011-01-01,0,28800,-28800,28800,
31995,52,2010-12-01,0,30600,-30600,30600,
33318,7,2011-03-01,0,22500,-22500,22500,
35160,37,2011-06-01,0,29700,-29700,29700,
35233,22,2011-06-01,0,21600,-21600,21600,
35234,22,2011-06-01,0,7200,-7200,7200,
35237,22,2011-06-01,0,14400,-14400,14400,
35238,22,2011-06-01,0,28800,-28800,28800,
35321,7,2011-05-01,0,26100,-26100,26100,
35368,7,2011-05-01,0,31500,-31500,31500,
35376,7,2011-05-01,0,26100,-26100,26100,
35403,7,2011-05-01,0,24300,-24300,24300,
35482,7,2011-05-01,0,25200,-25200,25200,
35483,7,2011-05-01,0,26100,-26100,26100,
35539,7,2011-05-01,0,27000,-27000,27000,
35660,7,2011-05-01,0,26100,-26100,26100,
35661,7,2011-05-01,0,26100,-26100,26100,
35663,7,2011-02-01,0,34500,-34500,34500,
35674,34,2011-06-01,0,28800,-28800,28800,
35694,7,2011-05-01,0,23700,-23700,23700,
35725,15,2011-05-01,0,14400,-14400,14400,
35726,45,2011-05-01,0,32400,-32400,32400,
35727,58,2011-05-01,0,27900,-27900,27900,
35728,53,2011-05-01,0,28800,-28800,28800,
35729,7,2011-05-01,0,34200,-34200,34200,
35730,33,2011-05-01,0,25200,-25200,25200,
35731,33,2011-05-01,0,28800,-28800,28800,
35732,22,2011-05-01,0,25200,-25200,25200,
35733,22,2011-05-01,0,32400,-32400,32400,
35734,10,2011-05-01,0,9000,-9000,9000,
35735,19,2011-06-01,0,14400,-14400,14400,
35737,36,2011-05-01,0,25200,-25200,25200,
35738,36,2011-03-01,0,28800,-28800,28800,
35739,10,2011-06-01,0,16200,-16200,16200,
35740,15,2011-06-01,0,16200,-16200,16200,
35741,34,2011-06-01,0,28800,-28800,28800,
35742,24,2011-06-01,0,28800,-28800,28800,
35743,24,2011-05-01,0,28800,-28800,28800,
35744,36,2011-06-01,0,28800,-28800,28800,
35745,11,2011-06-01,0,31500,-31500,31500,
35746,58,2011-06-01,0,29700,-29700,29700,
35747,45,2011-06-01,0,27000,-27000,27000,
35748,56,2011-05-01,0,28800,-28800,28800,
35749,56,2011-05-01,0,28800,-28800,28800,
35750,56,2011-06-01,0,36000,-36000,36000,
35752,7,2011-06-01,0,30600,-30600,30600,
35753,30,2011-06-01,0,34200,-34200,34200,
35754,30,2011-05-01,0,14400,-14400,14400,
35755,49,2011-06-01,0,28800,-28800,28800,
35756,49,2011-05-01,0,28800,-28800,28800,
35757,49,2011-05-01,0,28800,-28800,28800,
35758,41,2011-06-01,0,31800,-31800,31800,
35759,11,2011-06-01,0,27000,-27000,27000,
35760,45,2011-06-01,0,29700,-29700,29700,
35761,36,2011-06-01,0,27900,-27900,27900,
35762,58,2011-06-01,0,28800,-28800,28800,
35763,41,2011-06-01,0,25800,-25800,25800,
35764,54,2011-05-01,0,28800,-28800,28800,
35765,54,2011-05-01,0,28800,-28800,28800,
35766,54,2011-05-01,0,28800,-28800,28800,
35767,54,2011-05-01,0,28800,-28800,28800,
35768,54,2011-05-01,0,28800,-28800,28800,
35769,54,2011-05-01,0,28800,-28800,28800,
35770,54,2011-05-01,0,28800,-28800,28800,
35771,54,2011-05-01,0,28800,-28800,28800,
35772,54,2011-05-01,0,28800,-28800,28800,
35773,54,2011-06-01,0,28800,-28800,28800,
35774,54,2011-06-01,0,28800,-28800,28800,
35775,49,2011-06-01,0,28800,-28800,28800,
35776,19,2011-06-01,0,37800,-37800,37800,
35777,19,2011-06-01,0,45000,-45000,45000,
35781,19,2011-06-01,0,18000,-18000,18000,
35782,34,2011-06-01,0,31500,-31500,31500,
35783,30,2011-06-01,0,7200,-7200,7200,
35784,30,2011-06-01,0,27000,-27000,27000,
35785,10,2011-06-01,0,13800,-13800,13800,
35795,45,2011-06-01,0,28800,-28800,28800,
35796,32,2011-06-01,0,29700,-29700,29700,
35798,11,2011-06-01,0,29700,-29700,29700,
35799,36,2011-06-01,0,26100,-26100,26100,
35800,58,2011-06-01,0,30900,-30900,30900,
35802,4,2011-06-01,0,29400,-29400,29400,
35803,4,2011-06-01,0,29700,-29700,29700,
35804,37,2011-05-01,0,27000,-27000,27000,
35805,37,2011-05-01,0,45900,-45900,45900,
35806,37,2011-05-01,0,47700,-47700,47700,
35807,37,2011-06-01,0,28800,-28800,28800,
35808,37,2011-06-01,0,36000,-36000,36000,
35809,41,2011-06-01,0,32100,-32100,32100,
35810,24,2011-06-01,0,28800,-28800,28800,
35811,49,2011-06-01,0,28800,-28800,28800,
35812,53,2011-06-01,0,28800,-28800,28800,
35813,53,2011-06-01,0,28800,-28800,28800,
35814,53,2011-06-01,0,28800,-28800,28800,
35815,19,2011-06-01,0,18000,-18000,18000,
35816,15,2011-06-01,0,18000,-18000,18000,
35817,15,2011-06-01,0,14400,-14400,14400,
35818,37,2011-06-01,0,14400,-14400,14400,
35819,4,2011-06-01,0,25500,-25500,25500,
35821,37,2011-06-01,0,32400,-32400,32400,
35822,45,2011-06-01,0,28800,-28800,28800,
35823,33,2011-06-01,0,23400,-23400,23400,
35824,33,2011-06-01,0,28800,-28800,28800,
35825,33,2011-06-01,0,28800,-28800,28800,
35826,11,2011-06-01,0,33300,-33300,33300,
35827,7,2011-06-01,0,28800,-28800,28800,
35829,7,2011-06-01,0,19800,-19800,19800,
35830,58,2011-06-01,0,33000,-33000,33000,
35831,41,2011-06-01,0,32100,-32100,32100,
35832,19,2011-06-01,0,16200,-16200,16200,
35833,56,2011-06-01,0,28800,-28800,28800,
35834,56,2011-06-01,0,28800,-28800,28800,
35835,56,2011-06-01,0,25200,-25200,25200,
35836,34,2011-06-01,0,25200,-25200,25200,
35837,34,2011-06-01,0,30600,-30600,30600,
35838,30,2011-06-01,0,32400,-32400,32400,
35839,30,2011-06-01,0,18000,-18000,18000,
35840,4,2011-06-01,0,32400,-32400,32400,
35841,53,2011-06-01,0,28800,-28800,28800,
35842,15,2011-06-01,0,12600,-12600,12600,
35843,45,2011-06-01,0,33000,-33000,33000,
35844,11,2011-06-01,0,27000,-27000,27000,
35845,32,2011-06-01,0,30600,-30600,30600,
35846,32,2011-06-01,0,30600,-30600,30600,
35847,32,2011-06-01,0,45000,-45000,45000,
35848,41,2011-05-01,0,27000,-27000,27000,
35849,33,2011-06-01,0,28800,-28800,28800,
35850,58,2011-06-01,0,31500,-31500,31500,
35852,7,2011-06-01,0,27900,-27900,27900,
35853,51,2011-06-01,0,28800,-28800,28800,
35854,41,2011-06-01,0,32100,-32100,32100,
35855,56,2011-06-01,0,34200,-34200,34200,
35856,9,2011-06-01,0,15900,-15900,15900,
35857,9,2011-06-01,0,15900,-15900,15900,
35859,9,2011-06-01,0,15000,-15000,15000,
35860,9,2011-06-01,0,17700,-17700,17700,
35861,9,2011-06-01,0,11400,-11400,11400,
35862,15,2011-06-01,0,14400,-14400,14400,
35863,10,2011-06-01,0,3600,-3600,3600,
35864,10,2011-06-01,0,10800,-10800,10800,
35865,10,2011-06-01,0,12600,-12600,12600,
35866,10,2011-06-01,0,18900,-18900,18900,
35867,34,2011-06-01,0,21600,-21600,21600,
35868,11,2011-06-01,0,30600,-30600,30600,
35869,36,2011-06-01,0,27000,-27000,27000,
35870,45,2011-06-01,0,28800,-28800,28800,
35871,36,2011-06-01,0,28800,-28800,28800,
35872,36,2011-06-01,0,27900,-27900,27900,
35873,4,2011-06-01,0,26700,-26700,26700,
35874,33,2011-06-01,0,28800,-28800,28800,
35875,41,2011-06-01,0,30900,-30900,30900,
35876,49,2011-06-01,0,28800,-28800,28800,
35877,49,2011-06-01,0,28800,-28800,28800,
35878,49,2011-06-01,0,28800,-28800,28800,
35879,58,2011-06-01,0,41640,-41640,41640,
35880,4,2011-06-01,0,34200,-34200,34200,
35883,46,2011-06-01,0,23400,-23400,23400,
35884,46,2011-06-01,0,21600,-21600,21600,
35885,46,2011-05-01,0,23400,-23400,23400,
35886,56,2011-06-01,0,28800,-28800,28800,
35887,56,2011-06-01,0,28800,-28800,28800,
35901,24,2011-06-01,0,28800,-28800,28800,
35902,24,2011-06-01,0,28800,-28800,28800,
35903,24,2011-06-01,0,28800,-28800,28800,
35904,24,2011-06-01,0,17100,-17100,17100,
35905,15,2011-06-01,0,14400,-14400,14400,
35907,11,2011-06-01,0,27000,-27000,27000,
35908,34,2011-06-01,0,28800,-28800,28800,
35909,58,2011-06-01,0,31200,-31200,31200,
35910,53,2011-06-01,0,28800,-28800,28800,
35911,51,2011-06-01,0,28800,-28800,28800,
35912,51,2011-06-01,0,28800,-28800,28800,
35913,7,2011-06-01,0,26100,-26100,26100,
35914,7,2011-06-01,0,25200,-25200,25200,
35915,49,2011-06-01,0,28800,-28800,28800,
35916,36,2011-06-01,0,30600,-30600,30600,
35917,7,2011-06-01,0,4500,-4500,4500,
35918,12,2011-06-01,0,14400,-14400,14400,
35919,34,2011-06-01,0,31500,-31500,31500,
35920,24,2011-06-01,0,28800,-28800,28800,
35921,4,2011-06-01,0,26400,-26400,26400,
35922,8,2011-06-01,0,27000,-27000,27000,
35923,8,2011-06-01,0,28800,-28800,28800,
35924,8,2011-06-01,0,30600,-30600,30600,
35925,8,2011-06-01,0,30600,-30600,30600,
35926,8,2011-05-01,0,36000,-36000,36000,
35928,11,2011-06-01,0,30600,-30600,30600,
35929,11,2011-06-01,0,47700,-47700,47700,
35930,11,2011-06-01,0,43200,-43200,43200,
35931,11,2011-06-01,0,42300,-42300,42300,
35932,11,2011-06-01,0,48600,-48600,48600,
35933,9,2011-06-01,0,13800,-13800,13800,
35934,9,2011-06-01,0,12000,-12000,12000,
35941,36,2011-06-01,0,26100,-26100,26100,
35942,38,2011-06-01,0,10800,-10800,10800,
35943,38,2011-06-01,0,25200,-25200,25200,
35944,38,2011-06-01,0,32400,-32400,32400,
35945,38,2011-06-01,0,31500,-31500,31500,
35946,38,2011-06-01,0,41400,-41400,41400,
35947,38,2011-06-01,0,10800,-10800,10800,
35948,38,2011-06-01,0,16200,-16200,16200,
35949,58,2011-06-01,0,31500,-31500,31500,
35950,45,2011-06-01,0,27900,-27900,27900,
35951,7,2011-06-01,0,29700,-29700,29700,
35952,33,2011-06-01,0,28800,-28800,28800,
35953,34,2011-06-01,0,31500,-31500,31500,
35954,11,2011-06-01,0,42300,-42300,42300,
35958,24,2011-06-01,0,29700,-29700,29700,
35959,53,2011-06-01,0,28800,-28800,28800,
35960,53,2011-06-01,0,28800,-28800,28800,
35961,53,2011-06-01,0,28800,-28800,28800,
35962,15,2011-06-01,0,14400,-14400,14400,
35963,15,2011-06-01,0,14400,-14400,14400,
35964,10,2011-06-01,0,9900,-9900,9900,
35965,10,2011-06-01,0,18000,-18000,18000,
35966,10,2011-06-01,0,10800,-10800,10800,
35967,45,2011-06-01,0,31500,-31500,31500,
35968,33,2011-06-01,0,24300,-24300,24300,
35969,52,2011-06-01,0,28800,-28800,28800,
35970,58,2011-06-01,0,30300,-30300,30300,
35971,41,2011-06-01,0,14400,-14400,14400,
35972,4,2011-06-01,0,28800,-28800,28800,
35973,7,2011-06-01,0,28800,-28800,28800,
35974,34,2011-06-01,0,31500,-31500,31500,
35975,24,2011-06-01,0,28800,-28800,28800,
35976,9,2011-06-01,0,11700,-11700,11700,
35977,4,2011-06-01,0,29100,-29100,29100,
35983,15,2011-06-01,0,9000,-9000,9000,
35984,45,2011-06-01,0,30600,-30600,30600,
35985,10,2011-06-01,0,15900,-15900,15900,
35986,36,2011-06-01,0,21600,-21600,21600,
35987,36,2011-06-01,0,23400,-23400,23400,
35990,8,2011-06-01,0,28800,-28800,28800,
35993,56,2011-06-01,0,28800,-28800,28800,
35994,56,2011-06-01,0,28800,-28800,28800,
35995,58,2011-06-01,0,30600,-30600,30600,
35996,7,2011-06-01,0,28800,-28800,28800,
35997,33,2011-06-01,0,30600,-30600,30600,
35998,34,2011-06-01,0,23400,-23400,23400,
35999,24,2011-06-01,0,28800,-28800,28800,
36000,9,2011-06-01,0,12300,-12300,12300,
36001,4,2011-06-01,0,26100,-26100,26100,
36002,15,2011-06-01,0,14400,-14400,14400,
36003,45,2011-06-01,0,24300,-24300,24300,
36004,36,2011-06-01,0,23400,-23400,23400,
36005,58,2011-06-01,0,26580,-26580,26580,
36006,51,2011-06-01,0,28800,-28800,28800,
36008,53,2011-06-01,0,28800,-28800,28800,
36009,53,2011-06-01,0,28800,-28800,28800,
36010,53,2011-06-01,0,28800,-28800,28800,
36011,51,2011-06-01,0,28200,-28200,28200,
36012,52,2011-06-01,0,28800,-28800,28800,
36013,52,2011-06-01,0,27000,-27000,27000,
36014,41,2011-06-01,0,29400,-29400,29400,
36015,41,2011-06-01,0,14400,-14400,14400,
36016,49,2011-06-01,0,28800,-28800,28800,
36019,49,2011-06-01,0,28800,-28800,28800,
36020,24,2011-06-01,0,28800,-28800,28800,
36025,11,2011-06-01,0,47700,-47700,47700,
36026,15,2011-06-01,0,16200,-16200,16200,
36027,46,2011-06-01,0,21600,-21600,21600,
36028,46,2011-06-01,0,18000,-18000,18000,
36029,7,2011-06-01,0,21600,-21600,21600,
36030,45,2011-06-01,0,30600,-30600,30600,
36031,36,2011-06-01,0,25200,-25200,25200,
36032,41,2011-05-01,0,43200,-43200,43200,
36033,7,2011-06-01,0,26100,-26100,26100,
36034,58,2011-06-01,0,32100,-32100,32100,
36035,52,2011-06-01,0,29700,-29700,29700,
36036,4,2011-06-01,0,28200,-28200,28200,
36037,12,2011-06-01,0,31500,-31500,31500,
36038,33,2011-06-01,0,27000,-27000,27000,
36039,33,2011-06-01,0,35100,-35100,35100,
36040,24,2011-06-01,0,28800,-28800,28800,
36041,37,2011-06-01,0,27000,-27000,27000,
36043,37,2011-06-01,0,40500,-40500,40500,
36044,37,2011-06-01,0,43200,-43200,43200,
36046,37,2011-06-01,0,36000,-36000,36000,
36047,15,2011-06-01,0,14400,-14400,14400,
36048,45,2011-06-01,0,29700,-29700,29700,
36049,41,2011-06-01,0,25500,-25500,25500,
36050,36,2011-06-01,0,27000,-27000,27000,
36051,38,2011-06-01,0,18000,-18000,18000,
36052,58,2011-06-01,0,6360,-6360,6360,
36053,33,2011-06-01,0,28800,-28800,28800,
36054,7,2011-06-01,0,26100,-26100,26100,
36055,4,2011-06-01,0,26100,-26100,26100,
36056,24,2011-06-01,0,28800,-28800,28800,
36057,15,2011-06-01,0,16200,-16200,16200,
36058,4,2011-06-01,0,28500,-28500,28500,
36060,49,2011-06-01,0,28800,-28800,28800,
36061,49,2011-06-01,0,55800,-55800,55800,
36062,46,2011-06-01,0,21600,-21600,21600,
36063,46,2011-06-01,0,21600,-21600,21600,
36064,45,2011-06-01,0,30600,-30600,30600,
36065,36,2011-06-01,0,25200,-25200,25200,
36066,52,2011-06-01,0,28800,-28800,28800,
36068,53,2011-06-01,0,28800,-28800,28800,
36069,12,2011-06-01,0,61200,-61200,61200,
36070,53,2011-06-01,0,28800,-28800,28800,
36071,53,2011-06-01,0,28800,-28800,28800,
36072,12,2011-06-01,0,17100,-17100,17100,
36073,37,2011-06-01,0,13500,-13500,13500,
36074,25,2011-05-01,0,28800,-28800,28800,
36075,25,2011-05-01,0,28800,-28800,28800,
36076,25,2011-05-01,0,28800,-28800,28800,
36077,25,2011-05-01,0,28800,-28800,28800,
36078,25,2011-05-01,0,28800,-28800,28800,
36079,25,2011-05-01,0,28800,-28800,28800,
36080,25,2011-05-01,0,28800,-28800,28800,
36081,25,2011-05-01,0,28800,-28800,28800,
36082,25,2011-05-01,0,28800,-28800,28800,
36083,25,2011-05-01,0,28800,-28800,28800,
36084,25,2011-05-01,0,28800,-28800,28800,
36085,25,2011-05-01,0,28800,-28800,28800,
36086,25,2011-05-01,0,28800,-28800,28800,
36087,25,2011-05-01,0,28800,-28800,28800,
36088,25,2011-05-01,0,28800,-28800,28800,
36089,25,2011-05-01,0,28800,-28800,28800,
36090,25,2011-06-01,0,32400,-32400,32400,
36091,25,2011-06-01,0,28800,-28800,28800,
36092,25,2011-06-01,0,28800,-28800,28800,
36093,25,2011-06-01,0,32400,-32400,32400,
36094,25,2011-06-01,0,29700,-29700,29700,
36095,25,2011-06-01,0,32400,-32400,32400,
36096,25,2011-06-01,0,30600,-30600,30600,
36098,25,2011-06-01,0,28800,-28800,28800,
36099,25,2011-06-01,0,28800,-28800,28800,
36100,25,2011-06-01,0,28800,-28800,28800,
36101,25,2011-06-01,0,28800,-28800,28800,
36102,25,2011-06-01,0,28800,-28800,28800,
36104,41,2011-06-01,0,31200,-31200,31200,
36105,33,2011-06-01,0,28800,-28800,28800,
36106,22,2011-06-01,0,55800,-55800,55800,
36107,22,2011-06-01,0,27900,-27900,27900,
36108,22,2011-06-01,0,7200,-7200,7200,
36109,12,2011-06-01,0,19800,-19800,19800,
36110,45,2011-06-01,0,26100,-26100,26100,
36111,52,2011-06-01,0,30600,-30600,30600,
36112,52,2011-06-01,0,21600,-21600,21600,
36113,12,2011-06-01,0,24300,-24300,24300,
36114,7,2011-06-01,0,25200,-25200,25200,
36115,7,2011-06-01,0,6300,-6300,6300,
36116,49,2011-06-01,0,28800,-28800,28800,
36117,49,2011-06-01,0,19800,-19800,19800,
36118,51,2011-06-01,0,10800,-10800,10800,
36121,51,2011-06-01,0,27000,-27000,27000,
36122,41,2011-06-01,0,30000,-30000,30000,
36123,41,2011-06-01,0,30300,-30300,30300,
36124,19,2011-06-01,0,18000,-18000,18000,
36125,19,2011-06-01,0,18000,-18000,18000,
36126,19,2011-06-01,0,18000,-18000,18000,
36127,19,2011-06-01,0,18000,-18000,18000,
36128,34,2011-06-01,0,31500,-31500,31500,
36131,4,2011-06-01,0,31500,-31500,31500,
36132,53,2011-06-01,0,28800,-28800,28800,
36139,52,2011-06-01,0,31500,-31500,31500,
36158,15,2011-06-01,0,14400,-14400,14400,
36159,10,2011-06-01,0,14400,-14400,14400,
36160,10,2011-06-01,0,3600,-3600,3600,
36161,8,2011-06-01,0,25200,-25200,25200,
36162,8,2011-06-01,0,32400,-32400,32400,
36163,24,2011-06-01,0,54900,-54900,54900,
36164,33,2011-06-01,0,25200,-25200,25200,
36165,33,2011-06-01,0,28800,-28800,28800,
36166,45,2011-06-01,0,36900,-36900,36900,
36167,7,2011-06-01,0,32400,-32400,32400,
36169,53,2011-06-01,0,28800,-28800,28800,
36170,51,2011-06-01,0,28800,-28800,28800,
36171,4,2011-06-01,0,22500,-22500,22500,
36172,34,2011-06-01,0,28800,-28800,28800,
36173,15,2011-06-01,0,9000,-9000,9000,
36174,32,2011-06-01,0,33300,-33300,33300,
36175,32,2011-06-01,0,30600,-30600,30600,
36176,30,2011-06-01,0,28800,-28800,28800,
36177,37,2011-06-01,0,27900,-27900,27900,
36178,30,2011-06-01,0,12600,-12600,12600,
36179,30,2011-06-01,0,7200,-7200,7200,
36180,22,2011-06-01,0,38700,-38700,38700,
36181,11,2011-06-01,0,29700,-29700,29700,
36182,45,2011-06-01,0,27000,-27000,27000,
36183,9,2011-06-01,0,12300,-12300,12300,
36184,9,2011-06-01,0,14400,-14400,14400,
36185,9,2011-06-01,0,16200,-16200,16200,
36186,9,2011-06-01,0,18900,-18900,18900,
36187,9,2011-06-01,0,17100,-17100,17100,
36188,9,2011-06-01,0,14400,-14400,14400,
36189,52,2011-06-01,0,29700,-29700,29700,
36190,34,2011-06-01,0,28800,-28800,28800,
36191,36,2011-06-01,0,28800,-28800,28800,
36192,36,2011-06-01,0,28800,-28800,28800,
36195,51,2011-06-01,0,31200,-31200,31200,
36196,25,2011-06-01,0,28800,-28800,28800,
36197,25,2011-06-01,0,28800,-28800,28800,
36198,25,2011-06-01,0,31500,-31500,31500,
36199,32,2011-06-01,0,30600,-30600,30600,
36200,32,2011-06-01,0,21600,-21600,21600,
36201,10,2011-06-01,0,10800,-10800,10800,
36202,4,2011-06-01,0,31200,-31200,31200,
36207,25,2011-06-01,0,34200,-34200,34200,
36208,19,2011-06-01,0,18000,-18000,18000,
36209,19,2011-06-01,0,18000,-18000,18000,
36210,45,2011-07-01,0,13500,-13500,13500,
36212,15,2011-06-01,0,14400,-14400,14400,
36213,12,2011-06-01,0,31500,-31500,31500,
36214,12,2011-06-01,0,64800,-64800,64800,
36215,7,2011-06-01,0,27000,-27000,27000,
36216,45,2011-06-01,0,30300,-30300,30300,
36217,30,2011-06-01,0,27000,-27000,27000,
36219,12,2011-06-01,0,28800,-28800,28800,
36221,51,2011-06-01,0,28800,-28800,28800,
36222,33,2011-06-01,0,34200,-34200,34200,
36223,33,2011-06-01,0,30600,-30600,30600,
36224,49,2011-06-01,0,28800,-28800,28800,
36225,49,2011-06-01,0,28800,-28800,28800,
36226,49,2011-06-01,0,28800,-28800,28800,
36227,10,2011-06-01,0,9600,-9600,9600,
36228,36,2011-06-01,0,37800,-37800,37800,
36229,52,2011-06-01,0,36900,-36900,36900,
36230,52,2011-06-01,0,25200,-25200,25200,
36231,15,2011-06-01,0,14400,-14400,14400,
36232,45,2011-06-01,0,29700,-29700,29700,
36233,10,2011-06-01,0,18000,-18000,18000,
36234,22,2011-06-01,0,34200,-34200,34200,
36235,22,2011-06-01,0,36000,-36000,36000,
36236,22,2011-06-01,0,28800,-28800,28800,
36237,12,2011-06-01,0,15300,-15300,15300,
36238,24,2011-06-01,0,57540,-57540,57540,
36239,24,2011-06-01,0,30660,-30660,30660,
36240,24,2011-06-01,0,28800,-28800,28800,
36241,54,2011-06-01,0,28800,-28800,28800,
36242,36,2011-06-01,0,28800,-28800,28800,
36243,7,2011-06-01,0,25200,-25200,25200,
36244,7,2011-06-01,0,27000,-27000,27000,
36246,49,2011-06-01,0,28800,-28800,28800,
36247,34,2011-07-01,0,31500,-31500,31500,
36248,34,2011-06-01,0,27000,-27000,27000,
36249,52,2011-05-01,0,18900,-18900,18900,
36250,52,2011-05-01,0,21600,-21600,21600,
36251,52,2011-05-01,0,23400,-23400,23400,
36252,52,2011-05-01,0,21600,-21600,21600,
36253,51,2011-06-01,0,28800,-28800,28800,
36254,15,2011-07-01,0,16200,-16200,16200,
36255,45,2011-07-01,0,27900,-27900,27900,
36256,52,2011-07-01,0,24300,-24300,24300,
36257,53,2011-06-01,0,28800,-28800,28800,
36258,53,2011-06-01,0,28800,-28800,28800,
36259,53,2011-06-01,0,28800,-28800,28800,
36260,25,2011-06-01,0,28800,-28800,28800,
36261,25,2011-07-01,0,27000,-27000,27000,
36262,36,2011-07-01,0,28800,-28800,28800,
36263,11,2011-07-01,0,30600,-30600,30600,
36264,12,2011-07-01,0,32400,-32400,32400,
36265,24,2011-07-01,0,28800,-28800,28800,
36266,51,2011-07-01,0,28800,-28800,28800,
36267,41,2011-07-01,0,29400,-29400,29400,
36268,58,2011-07-01,0,32400,-32400,32400,
36269,7,2011-07-01,0,27000,-27000,27000,
36270,33,2011-06-01,0,31500,-31500,31500,
36271,33,2011-07-01,0,33300,-33300,33300,
36272,49,2011-07-01,0,28800,-28800,28800,
36287,4,2011-07-01,0,3600,-3600,3600,
36288,4,2011-07-01,0,15300,-15300,15300,
36289,34,2011-07-01,0,30600,-30600,30600,
36290,53,2011-07-01,0,28800,-28800,28800,
36292,4,2011-07-01,0,24300,-24300,24300,
36293,54,2011-06-01,0,28800,-28800,28800,
36294,54,2011-06-01,0,28800,-28800,28800,
36295,54,2011-06-01,0,28800,-28800,28800,
36296,54,2011-06-01,0,28800,-28800,28800,
36297,54,2011-06-01,0,28800,-28800,28800,
36298,54,2011-06-01,0,28800,-28800,28800,
36299,54,2011-06-01,0,28800,-28800,28800,
36300,54,2011-06-01,0,28800,-28800,28800,
36301,54,2011-06-01,0,28800,-28800,28800,
36302,54,2011-06-01,0,28800,-28800,28800,
36303,54,2011-06-01,0,28800,-28800,28800,
36304,54,2011-06-01,0,28800,-28800,28800,
36305,54,2011-06-01,0,28800,-28800,28800,
36306,54,2011-07-01,0,28800,-28800,28800,
36307,15,2011-07-01,0,16200,-16200,16200,
36308,45,2011-07-01,0,29700,-29700,29700,
36309,52,2011-07-01,0,27000,-27000,27000,
36310,24,2011-07-01,0,28800,-28800,28800,
36311,51,2011-07-01,0,28800,-28800,28800,
36312,7,2011-07-01,0,14400,-14400,14400,
36313,7,2011-07-01,0,30600,-30600,30600,
36314,12,2011-07-01,0,25200,-25200,25200,
36315,25,2011-07-01,0,31500,-31500,31500,
36318,41,2011-07-01,0,30300,-30300,30300,
36319,58,2011-07-01,0,34200,-34200,34200,
36320,11,2011-07-01,0,28800,-28800,28800,
36321,33,2011-07-01,0,32400,-32400,32400,
36324,54,2011-07-01,0,28800,-28800,28800,
36325,24,2011-07-01,0,27900,-27900,27900,
36326,38,2011-06-01,0,22500,-22500,22500,
36327,38,2011-06-01,0,27000,-27000,27000,
36328,38,2011-06-01,0,46800,-46800,46800,
36329,38,2011-06-01,0,10800,-10800,10800,
36330,38,2011-06-01,0,7200,-7200,7200,
36331,45,2011-07-01,0,29700,-29700,29700,
36332,15,2011-07-01,0,16200,-16200,16200,
36333,46,2011-06-01,0,21600,-21600,21600,
36334,46,2011-06-01,0,25200,-25200,25200,
36335,46,2011-06-01,0,21600,-21600,21600,
36336,46,2011-06-01,0,21600,-21600,21600,
36337,46,2011-06-01,0,21600,-21600,21600,
36338,46,2011-07-01,0,21600,-21600,21600,
36339,46,2011-07-01,0,25200,-25200,25200,
36340,46,2011-07-01,0,18000,-18000,18000,
36341,11,2011-07-01,0,28800,-28800,28800,
36342,30,2011-07-01,0,32400,-32400,32400,
36343,22,2011-07-01,0,20700,-20700,20700,
36344,22,2011-07-01,0,30600,-30600,30600,
36345,22,2011-07-01,0,33300,-33300,33300,
36346,51,2011-07-01,0,28800,-28800,28800,
36347,12,2011-07-01,0,26100,-26100,26100,
36348,37,2011-07-01,0,32400,-32400,32400,
36349,37,2011-07-01,0,34200,-34200,34200,
36350,37,2011-07-01,0,31500,-31500,31500,
36351,41,2011-07-01,0,29700,-29700,29700,
36352,25,2011-07-01,0,28800,-28800,28800,
36353,33,2011-07-01,0,31500,-31500,31500,
36354,4,2011-07-01,0,15300,-15300,15300,
36355,4,2011-07-01,0,19800,-19800,19800,
36356,32,2011-07-01,0,27900,-27900,27900,
36357,32,2011-07-01,0,30900,-30900,30900,
36358,30,2011-07-01,0,28800,-28800,28800,
36359,24,2011-07-01,0,28800,-28800,28800,
36360,15,2011-07-01,0,14400,-14400,14400,
36361,45,2011-07-01,0,29700,-29700,29700,
36362,52,2011-07-01,0,33300,-33300,33300,
36363,52,2011-07-01,0,28800,-28800,28800,
36364,46,2011-07-01,0,18000,-18000,18000,
36365,12,2011-07-01,0,27900,-27900,27900,
36366,36,2011-07-01,0,29700,-29700,29700,
36367,49,2011-07-01,0,28800,-28800,28800,
36368,49,2011-07-01,0,28800,-28800,28800,
36369,49,2011-07-01,0,27000,-27000,27000,
36370,41,2011-07-01,0,30000,-30000,30000,
36371,58,2011-07-01,0,31500,-31500,31500,
