du_id,month,entity_code,nx
49,2018-04-01,2017,4
49,2018-05-01,2016,3
49,2018-05-01,2017,3
49,2018-06-01,2016,3
49,2018-06-01,2017,2
49,2018-07-01,2016,2
49,2018-07-01,2017,3
49,2018-08-01,2017,2
51,2016-01-01,2017,3
51,2016-02-01,2017,4
51,2016-03-01,2017,2
51,2016-04-01,2017,3
51,2016-05-01,2017,4
51,2016-06-01,2017,2
51,2016-07-01,2017,2
51,2016-08-01,2017,2
51,2016-09-01,2017,2
51,2016-10-01,2017,3
51,2016-11-01,2017,4
51,2016-12-01,2017,3
51,2017-01-01,2017,2
51,2017-02-01,2017,2
51,2017-03-01,2017,2
51,2017-04-01,2017,2
52,2016-05-01,2017,2
52,2016-06-01,2017,4
52,2016-07-01,2017,5
52,2016-08-01,2017,4
52,2016-09-01,2017,3
52,2016-10-01,2017,5
52,2016-11-01,2017,4
52,2016-12-01,2017,4
52,2017-01-01,2017,4
52,2017-02-01,2017,4
52,2017-03-01,2017,4
52,2017-04-01,2017,6
52,2017-05-01,2017,5
52,2017-06-01,2017,5
52,2017-07-01,2017,4
52,2017-08-01,2017,2
52,2017-09-01,2017,4
52,2017-10-01,2017,7
52,2017-11-01,2017,4
52,2017-12-01,2017,7
52,2018-01-01,2017,4
52,2018-02-01,2017,6
52,2018-03-01,2017,5
52,2018-04-01,2017,4
52,2018-05-01,2017,4
52,2018-06-01,2017,5
52,2018-07-01,2017,8
52,2018-08-01,2017,5
52,2018-09-01,2017,4
52,2018-10-01,2017,4
52,2018-11-01,2017,4
52,2018-12-01,2017,4
52,2019-02-01,2017,2
52,2019-03-01,2017,2
52,2019-04-01,2017,3
52,2019-05-01,2017,4
52,2019-06-01,2017,6
52,2019-07-01,2017,5
52,2019-08-01,2017,6
52,2019-09-01,2017,6
52,2019-10-01,2017,8
52,2019-11-01,2017,8
52,2019-12-01,2017,5
52,2020-01-01,2017,3
52,2020-02-01,2017,3
52,2020-03-01,2017,6
52,2020-04-01,2017,2
52,2020-05-01,2017,4
52,2020-06-01,2017,2
52,2020-07-01,2017,6
52,2020-08-01,2017,4
52,2020-09-01,2017,3
52,2020-10-01,2017,5
52,2020-11-01,2017,6
52,2020-12-01,2017,5
52,2021-01-01,2017,2
52,2021-02-01,2017,2
52,2021-03-01,2017,3
52,2021-04-01,2017,3
53,2016-10-01,2016,6
53,2016-11-01,2016,7
53,2016-12-01,2016,6
53,2017-01-01,2016,7
53,2017-01-01,2017,4
53,2017-02-01,2016,6
53,2017-02-01,2017,2
53,2017-03-01,2016,7
53,2017-03-01,2017,6
53,2017-04-01,2016,4
53,2017-04-01,2017,4
53,2017-05-01,2016,5
53,2017-05-01,2017,4
53,2017-06-01,2016,6
53,2017-06-01,2017,5
53,2017-07-01,2016,4
53,2017-07-01,2017,8
53,2017-08-01,2016,4
53,2017-08-01,2017,10
53,2017-09-01,2016,3
53,2017-09-01,2017,10
53,2017-10-01,2016,6
53,2017-10-01,2017,3
53,2017-11-01,2016,6
53,2017-11-01,2017,6
53,2017-12-01,2016,6
53,2018-01-01,2016,5
53,2018-01-01,2017,5
53,2018-02-01,2016,4
53,2018-02-01,2017,9
53,2018-03-01,2016,3
53,2018-03-01,2017,11
53,2018-04-01,2016,2
53,2018-04-01,2017,10
53,2018-05-01,2016,5
53,2018-05-01,2017,18
53,2018-06-01,2016,4
53,2018-06-01,2017,14
53,2018-07-01,2016,6
53,2018-07-01,2017,18
53,2018-08-01,2016,3
53,2018-08-01,2017,8
53,2018-09-01,2016,5
53,2018-09-01,2017,13
53,2018-10-01,2016,6
53,2018-10-01,2017,20
53,2018-11-01,2016,3
53,2018-11-01,2017,15
53,2018-12-01,2016,5
53,2018-12-01,2017,18
53,2019-01-01,2017,8
53,2019-02-01,2016,3
53,2019-02-01,2017,8
53,2019-03-01,2016,3
53,2019-03-01,2017,8
53,2019-04-01,2016,3
53,2019-04-01,2017,8
53,2019-05-01,2016,2
53,2019-05-01,2017,12
53,2019-06-01,2016,3
53,2019-06-01,2017,13
53,2019-07-01,2016,3
53,2019-07-01,2017,14
53,2019-08-01,2017,15
53,2019-09-01,2016,5
53,2019-09-01,2017,15
53,2019-10-01,2016,2
53,2019-10-01,2017,11
53,2019-11-01,2016,2
53,2019-11-01,2017,13
53,2019-12-01,2017,10
53,2020-01-01,2016,3
53,2020-01-01,2017,9
53,2020-02-01,2016,4
53,2020-02-01,2017,7
53,2020-03-01,2016,6
53,2020-03-01,2017,8
53,2020-04-01,2016,3
53,2020-04-01,2017,5
53,2020-05-01,2016,2
53,2020-05-01,2017,7
53,2020-06-01,2016,5
53,2020-06-01,2017,6
53,2020-07-01,2016,5
53,2020-07-01,2017,7
53,2020-08-01,2016,4
53,2020-08-01,2017,6
53,2020-09-01,2016,3
53,2020-09-01,2017,3
53,2020-10-01,2016,5
53,2020-10-01,2017,3
53,2020-11-01,2016,5
53,2020-11-01,2017,6
53,2020-12-01,2016,2
53,2020-12-01,2017,4
53,2021-01-01,2016,6
53,2021-01-01,2017,4
53,2021-02-01,2016,6
53,2021-02-01,2017,4
53,2021-03-01,2016,7
53,2021-03-01,2017,4
53,2021-04-01,2016,10
53,2021-04-01,2017,4
53,2021-05-01,2016,6
53,2021-05-01,2017,7
53,2021-06-01,2016,7
53,2021-06-01,2017,5
53,2021-07-01,2016,8
53,2021-07-01,2017,4
53,2021-08-01,2016,6
53,2021-08-01,2017,3
53,2021-09-01,2016,8
53,2021-09-01,2017,3
53,2021-10-01,2016,8
53,2021-11-01,2016,8
53,2021-12-01,2016,7
53,2022-01-01,2016,6
53,2022-02-01,2016,6
53,2022-03-01,2016,5
53,2022-04-01,2016,6
53,2022-04-01,2017,2
53,2022-05-01,2016,5
53,2022-05-01,2017,3
53,2022-06-01,2016,7
53,2022-06-01,2017,5
53,2022-07-01,2016,5
53,2022-07-01,2017,3
53,2022-08-01,2016,7
53,2022-08-01,2017,2
53,2022-09-01,2016,6
53,2022-09-01,2017,2
53,2022-10-01,2016,7
53,2022-10-01,2017,4
53,2022-11-01,2016,7
53,2022-11-01,2017,4
53,2022-12-01,2016,7
53,2022-12-01,2017,2
53,2023-01-01,2016,6
53,2023-01-01,2017,7
53,2023-02-01,2016,7
53,2023-02-01,2017,7
53,2023-03-01,2016,7
53,2023-03-01,2017,7
53,2023-04-01,2016,4
53,2023-04-01,2017,7
53,2023-05-01,2016,7
53,2023-05-01,2017,5
53,2023-06-01,2016,8
53,2023-06-01,2017,9
53,2023-07-01,2016,6
53,2023-07-01,2017,4
53,2023-08-01,2016,5
53,2023-08-01,2017,4
53,2023-09-01,2016,7
53,2023-09-01,2017,8
53,2023-10-01,2016,5
53,2023-10-01,2017,7
53,2023-11-01,2016,7
53,2023-11-01,2017,7
53,2023-12-01,2016,7
53,2023-12-01,2017,7
53,2024-01-01,2016,17
53,2024-01-01,2017,7
53,2024-02-01,2016,17
53,2024-02-01,2017,7
53,2024-03-01,2016,18
53,2024-03-01,2017,7
53,2024-04-01,2016,17
53,2024-04-01,2017,7
53,2024-05-01,2016,16
53,2024-05-01,2017,6
53,2024-06-01,2016,16
53,2024-06-01,2017,7
53,2024-07-01,2016,13
53,2024-07-01,2017,5
53,2024-08-01,2016,14
53,2024-08-01,2017,6
53,2024-09-01,2016,18
53,2024-09-01,2017,5
53,2024-10-01,2016,21
53,2024-10-01,2017,7
53,2024-11-01,2016,19
53,2024-11-01,2017,6
53,2024-12-01,2016,20
53,2024-12-01,2017,6
53,2025-01-01,2016,12
53,2025-01-01,2017,6
53,2025-02-01,2016,12
53,2025-02-01,2017,6
53,2025-03-01,2016,13
53,2025-03-01,2017,6
53,2025-04-01,2016,14
53,2025-04-01,2017,6
54,2016-05-01,2017,2
54,2016-06-01,2017,6
54,2016-07-01,2017,6
54,2016-08-01,2017,3
54,2016-09-01,2017,4
54,2016-10-01,2017,3
54,2016-11-01,2017,3
54,2016-12-01,2017,4
54,2017-01-01,2017,3
54,2017-02-01,2017,4
54,2017-03-01,2017,9
54,2017-04-01,2017,9
54,2017-05-01,2017,7
54,2017-06-01,2017,4
54,2017-07-01,2017,8
54,2017-08-01,2017,6
54,2017-09-01,2017,7
54,2017-10-01,2017,7
54,2017-11-01,2017,14
54,2017-12-01,2017,6
54,2018-01-01,2017,2
54,2018-02-01,2017,5
54,2018-03-01,2017,3
54,2018-04-01,2017,4
54,2018-05-01,2017,3
54,2018-06-01,2017,3
54,2018-07-01,2017,3
54,2018-08-01,2017,2
54,2018-09-01,2017,4
54,2018-10-01,2017,7
54,2018-11-01,2017,6
54,2018-12-01,2017,5
54,2019-01-01,2017,2
54,2019-02-01,2016,3
54,2019-02-01,2017,2
54,2019-03-01,2017,3
54,2019-05-01,2017,2
54,2019-06-01,2016,2
54,2019-07-01,2017,4
54,2019-08-01,2016,3
54,2019-08-01,2017,3
54,2019-09-01,2016,2
54,2019-09-01,2017,2
54,2019-10-01,2016,4
54,2019-10-01,2017,3
54,2019-11-01,2016,4
54,2019-11-01,2017,3
54,2019-12-01,2016,2
54,2020-01-01,2016,2
54,2020-02-01,2016,2
54,2020-03-01,2016,3
54,2020-04-01,2016,3
54,2020-05-01,2016,3
54,2020-06-01,2016,2
54,2020-07-01,2016,3
54,2020-07-01,2017,2
54,2020-08-01,2016,3
54,2020-09-01,2016,4
54,2020-10-01,2016,4
54,2020-11-01,2016,3
54,2020-12-01,2016,4
54,2021-01-01,2016,2
54,2021-02-01,2016,3
54,2021-02-01,2017,2
54,2021-03-01,2016,3
54,2021-04-01,2016,3
54,2021-04-01,2017,2
54,2021-05-01,2016,2
54,2021-07-01,2016,4
54,2021-07-01,2017,2
54,2021-08-01,2016,3
54,2021-08-01,2017,2
54,2021-09-01,2016,4
54,2021-09-01,2017,3
54,2021-10-01,2016,4
54,2021-10-01,2017,3
54,2021-11-01,2016,3
54,2021-11-01,2017,3
54,2021-12-01,2017,3
54,2022-01-01,2016,3
54,2022-01-01,2017,2
54,2022-02-01,2016,3
54,2022-02-01,2017,2
54,2022-03-01,2016,3
54,2022-03-01,2017,3
54,2022-04-01,2016,4
54,2022-04-01,2017,3
54,2022-05-01,2016,3
54,2022-05-01,2017,2
54,2022-06-01,2017,2
54,2022-07-01,2016,2
54,2022-07-01,2017,3
54,2022-08-01,2016,4
54,2022-08-01,2017,3
54,2022-09-01,2016,3
54,2022-09-01,2017,3
54,2022-10-01,2016,3
54,2022-10-01,2017,3
54,2022-11-01,2016,2
54,2022-11-01,2017,3
54,2022-12-01,2016,2
54,2022-12-01,2017,3
54,2023-01-01,2017,2
54,2023-02-01,2016,2
54,2023-03-01,2016,2
54,2023-03-01,2017,3
54,2023-04-01,2016,3
54,2023-04-01,2017,3
54,2023-05-01,2016,3
54,2023-06-01,2016,2
54,2023-07-01,2016,2
54,2023-07-01,2017,2
54,2023-08-01,2016,2
54,2023-09-01,2016,2
54,2023-09-01,2017,2
54,2023-10-01,2016,2
54,2023-10-01,2017,3
54,2023-11-01,2016,2
54,2023-11-01,2017,3
54,2023-12-01,2017,2
54,2024-01-01,2016,2
54,2024-01-01,2017,2
54,2024-02-01,2016,3
54,2024-02-01,2017,2
54,2024-03-01,2016,3
54,2024-03-01,2017,2
54,2024-04-01,2016,2
54,2024-04-01,2017,3
54,2024-05-01,2016,2
54,2024-05-01,2017,2
54,2024-06-01,2016,2
54,2024-06-01,2017,3
54,2024-07-01,2016,2
54,2024-07-01,2017,2
54,2024-08-01,2016,2
54,2024-08-01,2017,3
54,2024-09-01,2016,4
54,2024-09-01,2017,3
54,2024-10-01,2016,4
54,2024-10-01,2017,3
54,2024-11-01,2016,2
54,2024-11-01,2017,5
54,2024-12-01,2016,3
54,2024-12-01,2017,2
54,2025-02-01,2016,2
54,2025-03-01,2016,3
54,2025-03-01,2017,2
54,2025-04-01,2016,3
54,2025-04-01,2017,2
54,2025-05-01,2016,4
54,2025-05-01,2017,5
54,2025-06-01,2016,5
54,2025-06-01,2017,4
56,2016-01-01,2017,4
56,2016-02-01,2017,5
56,2016-03-01,2017,3
56,2016-05-01,2017,3
56,2016-07-01,2017,4
56,2016-08-01,2017,3
56,2016-09-01,2017,4
56,2016-10-01,2017,6
56,2016-11-01,2017,5
56,2016-12-01,2017,6
56,2017-01-01,2017,10
56,2017-02-01,2017,14
56,2017-03-01,2017,11
56,2017-04-01,2017,13
56,2017-05-01,2017,15
56,2017-06-01,2017,11
56,2017-07-01,2017,7
58,2016-01-01,2016,3
58,2016-02-01,2016,3
58,2016-02-01,2017,5
61,2016-01-01,2017,2
61,2016-02-01,2017,2
61,2016-03-01,2017,3
61,2016-04-01,2017,3
61,2016-05-01,2017,3
61,2016-06-01,2017,4
61,2016-07-01,2017,4
61,2016-08-01,2017,3
61,2016-09-01,2017,4
61,2016-11-01,2017,3
62,2016-02-01,2017,2
62,2016-03-01,2016,2
62,2016-03-01,2017,2
62,2016-07-01,2016,2
62,2016-08-01,2016,3
62,2016-09-01,2016,3
62,2016-11-01,2016,2
62,2016-12-01,2016,3
62,2017-01-01,2016,8
62,2017-02-01,2016,4
62,2017-03-01,2016,6
62,2017-04-01,2016,4
62,2017-05-01,2016,10
62,2017-06-01,2016,9
62,2017-07-01,2016,8
62,2017-08-01,2016,6
62,2017-09-01,2016,9
62,2017-10-01,2016,4
62,2017-11-01,2016,9
62,2017-12-01,2016,9
62,2018-01-01,2016,11
62,2018-02-01,2016,12
62,2018-03-01,2016,10
62,2018-04-01,2016,7
62,2018-05-01,2016,12
62,2018-06-01,2016,13
62,2018-07-01,2016,8
62,2018-08-01,2016,12
62,2018-09-01,2016,9
62,2018-10-01,2016,13
62,2018-11-01,2016,12
62,2018-12-01,2016,11
62,2019-01-01,2016,5
62,2019-04-01,2016,8
62,2019-05-01,2016,6
62,2019-06-01,2016,8
62,2019-07-01,2016,4
62,2019-08-01,2016,8
62,2019-10-01,2016,7
62,2019-11-01,2016,9
62,2019-12-01,2016,11
62,2020-01-01,2016,2
62,2020-02-01,2016,4
62,2020-03-01,2016,4
62,2020-04-01,2016,5
62,2020-05-01,2016,5
62,2020-06-01,2016,6
62,2020-07-01,2016,6
62,2020-08-01,2016,5
62,2020-09-01,2016,6
62,2020-10-01,2016,7
62,2020-11-01,2016,7
62,2020-12-01,2016,7
62,2021-01-01,2016,4
62,2021-02-01,2016,3
62,2021-03-01,2016,3
62,2021-04-01,2016,3
62,2021-05-01,2016,5
62,2021-06-01,2016,4
62,2021-09-01,2016,6
62,2021-10-01,2016,8
62,2021-11-01,2016,6
62,2021-12-01,2016,4
62,2022-01-01,2016,6
62,2022-02-01,2016,5
62,2022-03-01,2016,6
62,2022-04-01,2016,7
62,2022-05-01,2016,4
62,2022-06-01,2016,4
62,2022-07-01,2016,5
63,2016-11-01,2017,2
63,2016-12-01,2017,3
63,2017-01-01,2016,4
63,2017-02-01,2016,4
63,2017-03-01,2016,4
63,2017-04-01,2016,5
63,2017-05-01,2016,4
63,2017-06-01,2016,4
63,2017-07-01,2016,5
63,2017-08-01,2016,3
63,2017-09-01,2016,5
63,2017-10-01,2016,3
63,2017-11-01,2016,5
63,2017-12-01,2016,6
63,2018-01-01,2016,6
63,2018-02-01,2016,5
63,2018-03-01,2016,6
63,2018-04-01,2016,5
63,2018-05-01,2016,4
63,2018-06-01,2016,5
63,2018-07-01,2016,4
63,2018-07-01,2017,3
63,2018-08-01,2016,2
63,2018-08-01,2017,2
63,2018-09-01,2016,3
63,2018-09-01,2017,4
63,2018-10-01,2016,4
63,2018-10-01,2017,3
63,2018-11-01,2016,5
63,2018-11-01,2017,5
63,2018-12-01,2016,4
63,2018-12-01,2017,4
63,2019-01-01,2016,2
63,2019-01-01,2017,4
63,2019-02-01,2016,3
63,2019-02-01,2017,5
63,2019-03-01,2016,3
63,2019-03-01,2017,3
63,2019-04-01,2017,5
63,2019-05-01,2016,2
63,2019-05-01,2017,4
63,2019-06-01,2016,2
63,2019-06-01,2017,2
63,2019-07-01,2017,2
66,2016-01-01,2017,3
66,2016-02-01,2017,4
66,2016-03-01,2017,5
66,2016-04-01,2017,6
66,2016-05-01,2017,5
66,2016-06-01,2017,4
68,2016-01-01,2017,4
68,2016-02-01,2017,8
68,2016-03-01,2017,6
68,2016-04-01,2017,4
68,2016-05-01,2017,6
68,2016-06-01,2017,6
68,2016-07-01,2017,6
68,2016-08-01,2017,6
68,2016-09-01,2017,7
68,2016-10-01,2017,7
68,2016-11-01,2017,8
68,2016-12-01,2017,7
68,2017-01-01,2017,4
68,2017-02-01,2017,2
68,2017-03-01,2017,2
68,2017-04-01,2017,3
68,2017-05-01,2017,3
68,2017-06-01,2017,3
68,2017-07-01,2017,2
68,2017-08-01,2017,2
68,2017-09-01,2017,3
68,2017-10-01,2017,5
68,2017-11-01,2017,7
68,2017-12-01,2017,5
68,2018-01-01,2017,2
68,2018-02-01,2017,4
68,2018-03-01,2017,4
68,2018-04-01,2017,6
68,2018-05-01,2017,5
68,2018-06-01,2017,4
68,2018-07-01,2017,4
68,2018-08-01,2017,4
68,2018-09-01,2017,4
68,2018-10-01,2017,4
72,2016-01-01,2016,2
72,2016-03-01,2016,2
72,2016-03-01,2017,3
72,2016-04-01,2017,7
72,2016-06-01,2017,4
72,2016-07-01,2017,2
72,2016-09-01,2016,2
72,2016-09-01,2017,5
72,2016-10-01,2016,2
72,2016-10-01,2017,5
72,2016-11-01,2017,3
72,2016-12-01,2017,7
72,2017-01-01,2017,3
72,2017-02-01,2017,2
72,2017-03-01,2017,2
72,2017-04-01,2017,3
72,2017-05-01,2017,5
72,2017-06-01,2017,5
72,2017-07-01,2017,2
72,2017-08-01,2017,2
72,2017-09-01,2017,5
72,2017-10-01,2017,6
72,2017-11-01,2017,6
72,2017-12-01,2017,6
72,2018-01-01,2017,8
72,2018-02-01,2017,8
72,2018-03-01,2017,7
72,2018-04-01,2017,7
72,2018-05-01,2017,6
72,2018-06-01,2017,3
72,2018-07-01,2017,5
72,2018-08-01,2017,5
72,2018-09-01,2017,6
72,2018-10-01,2017,9
72,2018-11-01,2017,6
72,2018-12-01,2017,7
72,2019-01-01,2017,3
72,2019-02-01,2017,4
72,2019-03-01,2017,7
72,2019-04-01,2017,5
72,2019-05-01,2017,4
72,2019-06-01,2017,7
72,2019-07-01,2017,7
72,2019-08-01,2017,4
72,2019-09-01,2017,3
72,2019-10-01,2017,4
72,2019-11-01,2016,2
72,2019-11-01,2017,4
72,2019-12-01,2017,3
72,2020-01-01,2016,2
72,2020-01-01,2017,4
72,2020-02-01,2016,2
72,2020-02-01,2017,4
72,2020-03-01,2016,2
72,2020-03-01,2017,7
72,2020-04-01,2016,2
72,2020-04-01,2017,5
72,2020-05-01,2016,2
72,2020-05-01,2017,7
72,2020-06-01,2016,2
72,2020-06-01,2017,4
72,2020-07-01,2016,2
72,2020-07-01,2017,6
72,2020-08-01,2016,2
72,2020-08-01,2017,6
72,2020-09-01,2017,4
72,2020-10-01,2017,8
72,2020-11-01,2017,8
72,2020-12-01,2017,3
72,2021-01-01,2017,4
72,2021-02-01,2017,7
72,2021-03-01,2017,6
72,2021-04-01,2016,2
72,2021-04-01,2017,5
72,2021-05-01,2016,2
72,2021-05-01,2017,3
72,2021-06-01,2016,3
72,2021-06-01,2017,5
72,2021-07-01,2016,3
72,2021-07-01,2017,4
72,2021-08-01,2016,3
72,2021-08-01,2017,5
72,2021-09-01,2016,4
72,2021-09-01,2017,6
72,2021-10-01,2016,3
72,2021-10-01,2017,5
72,2021-11-01,2016,2
72,2021-11-01,2017,4
72,2021-12-01,2016,2
72,2021-12-01,2017,3
72,2022-01-01,2017,4
72,2022-02-01,2017,4
72,2022-03-01,2016,2
72,2022-03-01,2017,5
72,2022-04-01,2016,2
72,2022-04-01,2017,7
72,2022-05-01,2016,2
72,2022-05-01,2017,8
72,2022-06-01,2016,4
72,2022-06-01,2017,2
72,2022-08-01,2016,2
72,2022-09-01,2016,2
72,2022-09-01,2017,2
72,2022-10-01,2016,3
72,2022-10-01,2017,3
72,2022-11-01,2016,3
72,2022-12-01,2016,4
72,2023-01-01,2016,5
72,2023-02-01,2016,6
72,2023-03-01,2016,6
72,2023-04-01,2016,3
72,2023-05-01,2016,5
72,2023-06-01,2016,2
72,2023-06-01,2017,2
72,2023-07-01,2016,4
72,2023-07-01,2017,2
72,2023-08-01,2016,5
72,2023-09-01,2016,3
72,2023-10-01,2016,3
72,2023-11-01,2016,2
72,2024-01-01,2016,2
72,2024-02-01,2016,2
72,2024-03-01,2016,4
72,2024-04-01,2016,4
72,2024-05-01,2016,4
72,2024-05-01,2017,2
72,2024-06-01,2016,2
72,2024-07-01,2016,4
72,2024-08-01,2016,2
72,2024-09-01,2016,4
72,2024-10-01,2016,2
72,2024-11-01,2016,2
72,2024-12-01,2017,2
73,2016-02-01,2016,2
73,2016-02-01,2017,2
73,2016-03-01,2016,2
73,2016-03-01,2017,2
73,2016-04-01,2016,2
73,2016-04-01,2017,4
73,2016-05-01,2016,2
73,2016-05-01,2017,2
73,2016-06-01,2017,2
73,2016-07-01,2017,4
73,2016-08-01,2017,2
73,2016-09-01,2017,3
73,2016-10-01,2017,4
73,2017-01-01,2016,7
73,2017-02-01,2016,8
73,2017-02-01,2017,2
73,2017-03-01,2016,6
73,2017-04-01,2016,5
73,2017-05-01,2016,5
73,2017-06-01,2016,6
73,2017-06-01,2017,2
73,2017-07-01,2016,2
73,2017-07-01,2017,2
73,2017-08-01,2016,2
73,2017-08-01,2017,3
73,2017-09-01,2016,2
73,2017-09-01,2017,3
73,2017-10-01,2016,2
73,2017-11-01,2016,2
73,2017-11-01,2017,3
73,2017-12-01,2016,2
73,2017-12-01,2017,2
73,2018-01-01,2016,3
73,2018-02-01,2016,3
73,2018-03-01,2016,3
73,2018-04-01,2017,7
73,2018-05-01,2017,3
73,2018-06-01,2017,5
73,2018-07-01,2017,4
73,2018-08-01,2017,4
73,2018-09-01,2017,5
73,2018-10-01,2016,3
73,2018-11-01,2016,3
73,2018-12-01,2016,4
73,2019-01-01,2017,5
73,2019-02-01,2017,10
73,2019-03-01,2017,10
73,2019-04-01,2017,11
73,2019-05-01,2017,4
73,2019-06-01,2017,4
73,2019-07-01,2017,4
73,2019-08-01,2017,6
73,2019-09-01,2017,2
73,2019-10-01,2017,6
73,2019-11-01,2017,4
73,2019-12-01,2017,3
73,2020-01-01,2017,6
73,2020-02-01,2017,5
73,2020-03-01,2017,4
73,2020-04-01,2017,4
73,2020-05-01,2017,5
73,2020-06-01,2017,4
73,2020-07-01,2017,3
73,2020-08-01,2017,4
73,2020-09-01,2017,4
73,2020-10-01,2017,5
73,2020-11-01,2017,5
73,2020-12-01,2017,3
73,2021-01-01,2017,2
73,2021-02-01,2017,2
73,2021-03-01,2017,2
74,2016-01-01,2017,2
74,2016-02-01,2017,2
74,2016-03-01,2017,2
74,2016-04-01,2017,2
74,2016-05-01,2017,2
74,2016-06-01,2017,2
74,2016-07-01,2017,2
74,2016-08-01,2017,2
74,2016-10-01,2017,2
74,2016-11-01,2017,2
74,2017-01-01,2017,7
74,2017-02-01,2017,7
74,2017-03-01,2017,7
74,2017-04-01,2017,7
74,2017-05-01,2017,8
74,2017-06-01,2017,7
74,2017-07-01,2017,7
74,2017-08-01,2017,6
74,2017-09-01,2017,5
74,2017-10-01,2017,5
74,2017-11-01,2017,5
74,2017-12-01,2017,5
74,2018-01-01,2017,3
74,2018-02-01,2017,4
74,2018-03-01,2017,4
74,2018-04-01,2017,4
74,2018-05-01,2017,4
74,2018-06-01,2017,4
74,2018-07-01,2017,3
74,2018-08-01,2017,3
74,2018-09-01,2017,3
74,2018-10-01,2017,3
74,2018-11-01,2017,3
74,2018-12-01,2017,3
74,2019-01-01,2017,4
74,2019-02-01,2017,3
74,2019-03-01,2017,2
74,2019-04-01,2017,3
74,2019-05-01,2017,2
74,2019-06-01,2017,3
74,2019-07-01,2017,2
74,2020-01-01,2016,7
74,2020-02-01,2016,10
74,2020-03-01,2016,9
74,2020-04-01,2016,8
74,2020-05-01,2016,8
74,2020-06-01,2016,9
74,2020-07-01,2016,5
74,2020-08-01,2016,5
74,2020-09-01,2016,4
74,2020-10-01,2016,6
74,2020-11-01,2016,5
75,2016-01-01,2017,2
75,2016-03-01,2017,2
75,2016-05-01,2017,2
75,2016-08-01,2016,2
75,2016-09-01,2016,2
75,2016-10-01,2016,2
75,2016-11-01,2016,2
75,2016-12-01,2016,4
75,2017-01-01,2016,8
75,2017-02-01,2016,9
75,2017-03-01,2016,7
75,2017-04-01,2016,14
75,2017-05-01,2016,14
75,2017-06-01,2016,13
75,2017-07-01,2016,12
75,2017-08-01,2016,15
75,2017-09-01,2016,9
75,2017-10-01,2016,10
75,2017-11-01,2016,10
75,2017-12-01,2016,8
75,2018-01-01,2016,11
75,2018-01-01,2017,2
75,2018-02-01,2016,13
75,2018-03-01,2016,10
75,2018-04-01,2016,13
75,2018-04-01,2017,2
75,2018-05-01,2016,12
75,2018-06-01,2016,12
75,2018-06-01,2017,2
75,2018-07-01,2016,10
75,2018-07-01,2017,2
75,2018-08-01,2016,11
75,2018-08-01,2017,2
75,2018-09-01,2016,9
75,2018-09-01,2017,3
75,2018-10-01,2016,11
75,2018-10-01,2017,2
75,2018-11-01,2016,8
75,2018-11-01,2017,2
75,2018-12-01,2016,6
75,2018-12-01,2017,2
75,2019-01-01,2016,7
75,2019-02-01,2016,8
75,2019-03-01,2016,2
75,2019-04-01,2016,7
75,2019-05-01,2016,7
75,2021-04-01,2016,3
75,2021-05-01,2016,3
75,2022-01-01,2016,5
75,2022-02-01,2016,3
75,2022-03-01,2016,5
75,2022-04-01,2016,4
75,2022-05-01,2016,7
75,2022-06-01,2016,6
75,2022-07-01,2016,7
75,2022-08-01,2016,5
75,2022-09-01,2016,7
76,2016-01-01,2017,5
76,2016-02-01,2017,6
76,2016-03-01,2017,4
76,2016-04-01,2017,5
76,2016-05-01,2017,4
76,2016-06-01,2017,5
76,2016-07-01,2017,7
76,2016-08-01,2017,5
76,2016-09-01,2017,6
83,2016-03-01,2016,2
83,2016-03-01,2017,3
83,2016-04-01,2016,3
83,2016-04-01,2017,3
83,2016-05-01,2016,4
83,2016-05-01,2017,3
83,2016-06-01,2016,3
83,2016-06-01,2017,3
83,2016-07-01,2016,2
83,2016-07-01,2017,3
83,2016-08-01,2017,2
83,2016-09-01,2016,2
83,2016-09-01,2017,3
83,2016-10-01,2017,2
83,2016-11-01,2016,4
83,2016-12-01,2016,4
83,2017-01-01,2016,7
83,2017-01-01,2017,2
83,2017-02-01,2016,8
83,2017-03-01,2016,11
83,2017-03-01,2017,2
83,2017-04-01,2016,6
83,2017-04-01,2017,3
83,2017-05-01,2016,11
83,2017-05-01,2017,2
83,2017-06-01,2016,8
83,2017-06-01,2017,2
83,2017-07-01,2016,5
83,2017-07-01,2017,3
83,2017-08-01,2016,7
83,2017-08-01,2017,3
83,2017-09-01,2016,3
83,2017-09-01,2017,3
83,2017-10-01,2016,5
83,2017-10-01,2017,2
83,2017-11-01,2016,5
83,2017-11-01,2017,2
83,2017-12-01,2016,8
83,2017-12-01,2017,2
83,2018-01-01,2016,8
83,2018-01-01,2017,5
83,2018-02-01,2016,9
83,2018-02-01,2017,5
83,2018-03-01,2016,9
83,2018-03-01,2017,6
83,2018-04-01,2016,8
83,2018-04-01,2017,5
83,2018-05-01,2016,6
83,2018-05-01,2017,5
83,2018-06-01,2016,7
83,2018-06-01,2017,5
83,2018-07-01,2016,8
83,2018-07-01,2017,8
83,2018-08-01,2016,6
83,2018-08-01,2017,7
83,2018-09-01,2016,9
83,2018-09-01,2017,10
83,2018-10-01,2016,9
83,2018-10-01,2017,10
83,2018-11-01,2016,8
83,2018-11-01,2017,6
83,2019-01-01,2016,9
83,2019-01-01,2017,3
83,2019-02-01,2016,7
